,building_id,district_id,vdcmun_id,ward_id,count_floors_pre_eq,count_floors_post_eq,age_building,plinth_area_sq_ft,height_ft_pre_eq,height_ft_post_eq,land_surface_condition,foundation_type,roof_type,ground_floor_type,other_floor_type,position,plan_configuration,condition_post_eq,damage_grade,technical_solution_proposed,superstructure,floors_change,height_change
97497,204308000101,20,2003,200305,1,2,20,550,13,13,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
99486,204604000851,20,2001,200104,2,5,20,247,18,18,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 4,Major repair,has_superstructure_timber,-3,0
101543,204707000462,20,2008,200806,2,4,4,392,16,16,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-2,0
103541,205101000371,20,2001,200111,1,2,12,500,10,18,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Brick/Stone,Timber-Planck,Not attached,L-shape,Damaged-Repaired and used,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-8
103633,205101001221,20,2001,200111,1,2,2,325,15,15,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_bamboo,-1,0
103638,205101001271,20,2001,200111,1,4,12,285,9,9,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Mud,Not applicable,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_bamboo,-3,0
103716,205102000621,20,2001,200111,1,2,15,432,18,18,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Mud,Timber-Planck,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_timber,-1,0
103903,205102002311,20,2001,200111,1,2,5,440,18,18,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,RC,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_cement_mortar_brick,-1,0
104442,205104001471,20,2001,200111,1,2,5,430,12,12,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Mud,Not applicable,Not attached,L-shape,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
104513,205105000541,20,2001,200111,1,2,6,560,13,13,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_timber,-1,0
105707,205109033631,20,2001,200110,2,5,8,422,17,17,Flat,Other,Bamboo/Timber-Heavy roof,RC,TImber/Bamboo-Mud,Not attached,L-shape,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-3,0
105820,205109034621,20,2001,200110,2,5,11,284,16,16,Flat,Bamboo/Timber,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-3,0
106616,205207000631,20,2003,200304,2,5,25,216,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
108963,210107000221,21,2108,210802,3,6,4,410,21,21,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Not used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
109031,210108000231,21,2108,210802,3,6,10,306,21,21,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
109064,210108000551,21,2108,210802,2,3,17,306,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 2,Major repair,has_superstructure_mud_mortar_stone,-1,0
109132,210109000121,21,2108,210802,2,3,11,2060,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
109142,210109000231,21,2108,210802,3,6,14,306,21,21,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Not used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
109791,210205000591,21,2102,210204,2,3,10,360,17,17,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
110759,210302000861,21,2107,210704,1,2,20,410,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
110916,210303000251,21,2107,210704,1,2,40,390,12,12,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
110940,210303000451,21,2107,210704,1,2,20,155,12,12,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
111040,210304000351,21,2107,210704,2,5,20,320,12,12,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
111147,210304001271,21,2107,210704,1,2,13,410,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
111168,210304001431,21,2107,210704,1,2,6,410,14,14,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
111760,210308000022,21,2107,210704,1,2,1,364,9,9,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_mud_mortar_stone,-1,0
111969,210309000451,21,2107,210704,1,2,20,320,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,0
112676,210407000211,21,2103,210308,2,3,5,418,13,13,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
112699,210407000361,21,2103,210308,2,3,23,388,13,13,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
112767,210408000352,21,2103,210308,1,2,10,265,13,13,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
112924,210501000171,21,2105,210507,3,6,50,200,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
112929,210501000221,21,2105,210507,2,3,20,200,10,10,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
113268,210503000932,21,2105,210507,3,9,8,200,10,10,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-6,0
114032,210509000951,21,2105,210507,2,3,20,200,12,12,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
118215,211002000721,21,2105,210508,2,3,30,300,21,21,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
120741,211208000201,21,2101,210101,2,3,20,470,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_mud_mortar_stone,-1,0
121072,211301000222,21,2106,210602,1,2,22,220,13,13,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
122489,211406000111,21,2107,210702,1,2,10,360,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
122877,211409000221,21,2107,210702,1,2,90,300,20,20,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
123767,211509000641,21,2101,210102,2,4,17,338,22,22,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-2,0
131307,212305000441,21,2108,210806,1,2,5,200,6,6,Flat,Bamboo/Timber,Bamboo/Timber-Light roof,Mud,Not applicable,Not attached,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_timber,-1,0
131435,212307000531,21,2108,210806,1,2,16,220,6,6,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
133296,212506001111,21,2106,210604,1,2,5,265,16,16,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,0
133979,212603000372,21,2105,210503,1,2,2,480,12,12,Steep slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
135259,212702001161,21,2103,210307,1,2,5,242,8,12,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Minor repair,has_superstructure_mud_mortar_stone,-1,-4
135969,212709000461,21,2103,210307,2,5,16,90,14,17,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Brick/Stone,Timber-Planck,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-3,-3
137768,212903000701,21,2104,210406,2,9,20,210,10,10,Steep slope,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-7,0
138555,213001000151,21,2108,210803,1,2,2,220,10,10,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Major repair,has_superstructure_mud_mortar_stone,-1,0
139494,213101001271,21,2101,210106,2,5,30,405,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Brick/Stone,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_mud_mortar_stone,-3,0
141104,213201001021,21,2103,210302,1,2,15,392,8,16,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,-8
142667,213404000251,21,2105,210506,2,3,62,220,16,16,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
142906,213407000201,21,2105,210506,1,2,3,464,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Brick/Stone,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
143846,213504000802,21,2105,210501,1,2,0,216,9,20,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,RC,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Not damaged,Grade 1,Minor repair,has_superstructure_cement_mortar_stone,-1,-11
143936,213504001581,21,2105,210501,1,2,0,693,7,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-13
143969,213504001861,21,2105,210501,1,7,0,1656,10,60,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-6,-50
143981,213504001951,21,2105,210501,1,2,0,720,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_rc_non_engineered,-1,-10
143982,213504001961,21,2105,210501,1,2,0,720,10,20,Steep slope,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_rc_non_engineered,-1,-10
144084,213504002951,21,2105,210501,2,3,0,1161,20,30,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-1,-10
144092,213504003011,21,2105,210501,1,3,0,684,10,30,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_rc_non_engineered,-2,-20
144364,213506000221,21,2105,210501,3,4,1,957,27,36,Moderate slope,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-9
144378,213506000331,21,2105,210501,1,2,1,1410,18,18,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
144500,213506001461,21,2105,210501,1,3,1,814,30,30,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_cement_mortar_brick,-2,0
144504,213506001501,21,2105,210501,1,2,1,689,20,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-2 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_stone,-1,0
144519,213506001641,21,2105,210501,2,3,1,155,20,30,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Building with Central Courtyard,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_cement_mortar_stone,-1,-10
144544,213506001852,21,2105,210501,3,5,10,1152,30,50,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Damaged-Repaired and used,Grade 1,Minor repair,has_superstructure_cement_mortar_stone,-2,-20
144552,213506001931,21,2105,210501,1,2,1,616,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_stone,-1,-10
144554,213506001951,21,2105,210501,1,2,1,162,8,17,Moderate slope,Cement-Stone/Brick,Bamboo/Timber-Light roof,RC,TImber/Bamboo-Mud,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,-9
144565,213506002051,21,2105,210501,1,2,2,1440,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Attached-1 side,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_stone,-1,-10
144819,213508000121,21,2105,210502,1,2,2,600,10,20,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Damaged-Repaired and used,Grade 4,Reconstruction,has_superstructure_rc_engineered,-1,-10
147982,213806000831,21,2106,210606,2,3,10,300,18,18,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 3,Minor repair,has_superstructure_mud_mortar_stone,-1,0
148333,213809000841,21,2106,210606,2,3,3,450,30,30,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
148621,213902002091,21,2103,210304,1,2,20,228,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
149788,213909000541,21,2103,210305,1,2,10,225,11,11,Moderate slope,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
149899,214001000461,21,2105,210513,2,5,42,265,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-3,0
150515,214003001701,21,2105,210513,2,3,3,325,20,20,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,Timber-Planck,Attached-1 side,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
152648,214204000302,21,2108,210804,1,2,17,303,7,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,Timber-Planck,Not attached,Rectangular,Damaged-Repaired and used,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,-7
152704,214204000851,21,2108,210804,2,9,10,342,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-7,0
154701,214401000832,21,2103,210301,1,2,0,446,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Repaired and used,Grade 1,No need,has_superstructure_mud_mortar_stone,-1,0
156077,214504001081,21,2106,210608,1,2,14,841,10,10,Flat,RC,RCC/RB/RBC,RC,RCC/RB/RBC,Not attached,Rectangular,Not damaged,Grade 1,No need,has_superstructure_cement_mortar_brick,-1,0
156420,214507000841,21,2106,210609,2,3,26,215,18,18,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Minor repair,has_superstructure_mud_mortar_stone,-1,0
156549,214508000381,21,2106,210608,2,3,2,331,13,13,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
157697,214607000241,21,2106,210605,1,2,7,300,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
157778,214608000131,21,2106,210605,1,2,36,200,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 3,Major repair,has_superstructure_mud_mortar_stone,-1,0
158166,214702000481,21,2102,210203,2,3,8,260,16,16,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
158195,214702000761,21,2102,210203,2,3,25,220,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
158228,214702001071,21,2102,210203,2,3,30,320,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
158325,214703000601,21,2102,210203,2,3,9,230,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Major repair,has_superstructure_mud_mortar_stone,-1,0
161344,215001000621,21,2106,210603,2,3,3,155,19,19,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Brick/Stone,TImber/Bamboo-Mud,Attached-1 side,Rectangular,Damaged-Not used,Grade 5,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
161383,215002000041,21,2106,210603,1,2,12,260,15,15,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 3,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
162104,215102000121,21,2106,210607,2,3,60,120,14,14,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 4,Reconstruction,has_superstructure_mud_mortar_stone,-1,0
162406,215105000571,21,2106,210607,2,7,0,312,10,10,Flat,Cement-Stone/Brick,Bamboo/Timber-Light roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Used in risk,Grade 2,Major repair,has_superstructure_mud_mortar_stone,-5,0
164368,215308000241,21,2102,210202,3,9,35,500,19,19,Flat,Mud mortar-Stone/Brick,Bamboo/Timber-Heavy roof,Mud,TImber/Bamboo-Mud,Not attached,Rectangular,Damaged-Not used,Grade 5,Reconstruction,has_superstructure_mud_mortar_stone,-6,0
